idx,text,tokens,labels
388,香菇滑鸡煲仔饭,"['香菇', '滑鸡', '煲仔饭']",['材料|工艺|形式']
389,烤鸡脚,"['烤', '鸡脚']",['工艺|材料']
390,大饼,"['大', '饼']",['其他|材料']
391,泡萝卜,"['泡', '萝卜']",['工艺|材料']
392,冰镇小龙虾,"['冰镇', '小龙虾']",['工艺|材料']
393,芝士草莓大福,"['芝士', '草莓', '大福']",['材料|材料|形式']
394,流汁宽粉,"['流汁', '宽粉']",['工艺|材料']
395,水晶虾饺,"['水晶', '虾饺']",['工艺|材料']
396,干锅牛腩,"['干锅', '牛腩']",['工艺|材料']
397,烤冷面,"['烤', '冷面']",['烤|冷面\n工艺|形式']
398,大葱水饺,"['大葱', '水饺']",['材料|形式']
399,油柑美式,"['油柑', '美式']",['材料|形式']
400,田螺肉,"['田螺', '肉']",['材料|材料']
401,锅巴土豆,"['锅巴', '土豆']",['工艺|材料']
402,豆瓣鱼,"['豆瓣', '鱼']",['工艺|材料']
403,鸡蛋凉面,"['鸡蛋', '凉面']",['材料|形式']
404,白灼对虾,"['白灼', '对虾']",['工艺|材料']
405,玉米龙骨汤,"['玉米', '龙骨汤']",['玉米|龙骨汤的分类是：材料|形式。']
406,江南白桃脆脆卷,"['江南', '白桃', '脆脆卷']",['地名|材料|形式']
407,丰收菜,"['丰收', '菜']",['其他|材料']
408,扁食汤,"['扁食', '汤']",['工艺|形式']
409,康师傅绿茶,"['康师傅', '绿茶']",['品牌|风味']
410,青拼,"['青', '拼']",['其他|其他']
411,烤素鸡,"['烤', '素鸡']",['工艺|材料']
412,小麻花,"['小', '麻花']",['其他|材料']
413,牛肉火烧,"['牛肉', '火烧']",['材料|形式']
414,草莓冰淇淋,"['草莓', '冰淇淋']",['材料|形式']
415,无骨凤爪,"['无骨', '凤爪']",['工艺|材料']
416,蔬菜米线,"['蔬菜', '米线']",['材料|形式']
417,冰粉,['冰粉'],['材料']
418,炸馄饨,"['炸', '馄饨']",['炸|馄饨的分类是：工艺|材料。']
419,牛肉丸面,"['牛肉', '丸面']",['材料|形式']
420,猪五花,"['猪', '五花']",['材料|材料']
421,蒜蓉豆皮,"['蒜蓉', '豆皮']",['风味|材料']
422,红薯粥,"['红薯', '粥']",['材料|形式']
423,腊肠螺蛳粉,"['腊肠', '螺蛳粉']",['材料|形式']
424,炖羊肉,"['炖', '羊肉']",['炖|羊肉\n工艺|材料']
425,芭比娃娃蛋糕,"['芭比', '娃娃', '蛋糕']",['品牌|其他|形式']
426,麻辣猪蹄,"['麻辣', '猪蹄']",['工艺|材料']
427,青桔冰柠茶,"['青桔', '冰柠茶']",['风味|其他']
428,龙井奶芙,"['龙井', '奶芙']",['地名|材料']
429,招牌鸡公煲,"['招牌', '鸡公', '煲']",['其他|其他|形式']
430,绿妍轻柠茶,"['绿妍', '轻柠茶']",['品牌|其他']
431,精品五花,"['精品', '五花']",['其他|材料']
432,轻轻茉莉,"['轻轻', '茉莉']",['其他|材料']
433,卷煎,"['卷', '煎']",['工艺|形式']
434,咖啡冻奶茶遇冰沙,"['咖啡', '冻', '奶茶', '遇', '冰沙']",['其他|其他|其他|其他|其他']
435,卤虾,"['卤', '虾']",['卤|虾\n工艺|材料']
436,奥利奥咸奶油蛋糕,"['奥利奥', '咸', '奶油', '蛋糕']",['品牌|风味|材料|形式']
437,鸿运当头山楂蛋糕,"['鸿运', '当头', '山楂', '蛋糕']",['其他|其他|材料|形式']
438,招牌土豆,"['招牌', '土豆']",['其他|材料']
439,莓莓拿铁咖啡,"['莓莓', '拿铁', '咖啡']",['其他|其他|形式']
440,烤卤鸭脖,"['烤卤', '鸭脖']",['烤卤|鸭脖的分类是：工艺|材料。']
441,牛肉馅饼,"['牛肉', '馅饼']",['材料|形式']
442,照烧风味牛肉土豆比萨,"['照烧', '风味', '牛肉', '土豆', '比萨']",['工艺|风味|材料|材料|形式']
443,鲜鸭肠,"['鲜', '鸭肠']",['工艺|材料']
444,暴富蛋糕,"['暴富', '蛋糕']",['其他|材料']
445,桑葚全家福,"['桑葚', '全家福']",['材料|形式']
446,红柳羊肉串,"['红柳', '羊肉串']",['地名|材料']
447,霸气西瓜,"['霸气', '西瓜']",['其他|材料']
448,黄焖小酥肉,"['黄焖', '小酥肉']",['工艺|材料']
449,太妃臻香厚乳拿铁,"['太妃', '臻香', '厚乳', '拿铁']",['其他|其他|其他|形式']
450,锅边馍,"['锅边', '馍']",['工艺|材料']
451,豆包,"['豆', '包']",['材料|形式']
452,番茄牛肉米线,"['番茄', '牛肉', '米线']",['材料|材料|形式']
453,牛黄喉,"['牛黄', '喉']",['材料|材料']
454,猪肉韭菜水饺,"['猪肉', '韭菜', '水饺']",['材料|材料|形式']
455,烧鹅腿,"['烧鹅', '腿']",['工艺|材料']
456,招牌烤鸡,"['招牌', '烤鸡']",['招牌|烤鸡\n\n品牌|材料']
457,藤椒脱骨爆一爪,"['藤椒', '脱骨', '爆一爪']",['风味|工艺|形式']
458,炸大头菜,"['炸', '大头菜']",['炸|大头菜的分类是：工艺|材料。']
459,牛杂锅仔,"['牛杂', '锅仔']",['材料|形式']
460,粉爱草莓甜心蛋糕,"['粉爱', '草莓', '甜心', '蛋糕']",['其他|材料|其他|形式']
461,毛毛虫面包,"['毛毛虫', '面包']",['其他|形式']
462,火山石纯肉肠,"['火山', '石', '纯肉肠']",['其他|其他|材料']
463,小炒牛肉,"['小炒', '牛肉']",['工艺|材料']
464,猪肠粉,"['肠粉', '粉']",['形式|材料']
465,翅尖,['翅尖'],['材料']
466,生椰爱摩卡,"['生椰', '爱摩卡']",['其他|其他']
467,鸡肉片,"['鸡肉', '片']",['材料|形式']
468,鲜榨玉米汁,"['鲜榨', '玉米汁']",['鲜榨|玉米汁\n工艺|材料']
469,厚料奶茶,"['厚料', '奶茶']",['工艺|材料']
470,培根,['培根'],['工艺']
471,芝士香栗栗,"['芝士', '香栗栗']",['风味|材料']
472,芋儿粉,"['芋儿', '粉']",['材料|形式']
473,卤香莲藕片,"['卤香', '莲藕片']",['风味|材料']
474,椒盐皮皮虾,"['椒盐', '皮皮虾']",['工艺|材料']
475,五香瓜子,"['五香', '瓜子']",['五香|瓜子\n风味|材料']
476,香酥鸡锁骨,"['香酥', '鸡锁骨']",['工艺|材料']
477,猪脏粉,"['猪', '脏', '粉']",['材料|材料|形式']
478,雪顶咖啡,"['雪顶', '咖啡']",['其他|形式']
479,特色小吃,"['特色', '小吃']",['风味|形式']
480,太安鱼,"['太安', '鱼']",['地名|材料']
481,葡萄瑞纳冰,"['葡萄', '瑞纳冰']",['材料|品牌']
482,软糯香芋瑞士卷,"['软糯', '香芋', '瑞士卷']",['风味|材料|形式']
483,豆豉,['豆豉'],['材料']
484,酸辣藕丁,"['酸辣', '藕丁']",['风味|材料']
485,红烧日本豆腐,"['红烧', '日本', '豆腐']",['工艺|地名|材料']
486,酱油炒饭,"['酱油', '炒饭']",['材料|形式']
487,指定现磨咖啡,"['指定', '现磨', '咖啡']",['指定|现磨|咖啡的分类如下：\n\n1. 指定 - 其他\n2. 现磨 - 工艺\n3. 咖啡 - 材料\n\n因此，最终分类为：其他|工艺|材料']
488,豌豆黄,"['豌豆', '黄']",['材料|其他']
489,番茄鸡蛋,"['番茄', '鸡蛋']",['材料|材料']
490,开心鸡排,"['开心', '鸡排']",['其他|材料']
491,铁板猪杂,"['铁板', '猪杂']",['工艺|材料']
492,鸭腿炒饭,"['鸭腿', '炒饭']",['材料|形式']
493,木耳炒牛肉盖浇面,"['木耳', '炒', '牛肉', '盖浇面']",['材料|工艺|材料|形式']
494,芹菜粉,"['芹菜', '粉']",['材料|形式']
495,魔芋结,"['魔芋', '结']",['材料|形式']
496,红薯干,"['红薯', '干']",['材料|形式']
497,蜜意茉茉生酪拿铁,"['蜜意', '茉茉', '生酪', '拿铁']",['其他|其他|其他|形式']
498,全明星炸鸡桶,"['全明星', '炸鸡桶']",['品牌|形式']
499,牛舌,['牛舌'],['材料']
500,苹果c美式,"['苹果', 'c', '美式']",['材料|其他|形式']
501,农家小炒,"['农家', '小炒']",['其他|工艺']
502,猪肉茴香,"['猪肉', '茴香']",['材料|材料']
503,罗非鱼,['罗非鱼'],['材料']
504,小笼包,"['小笼', '包']",['工艺|形式']
505,吊烧鸡,"['吊烧', '鸡']",['工艺|材料']
506,黄金鱼蛋,"['黄金', '鱼蛋']",['其他|材料']
507,发糕,"['发', '糕']",['发|糕\n工艺|材料']
508,上汤菜心,"['上汤', '菜心']",['上汤|菜心\n工艺|材料']
509,泰椒土豆丝,"['泰椒', '土豆丝']",['风味|材料']
510,鱼肠煎蛋,"['鱼肠', '煎蛋']",['材料|工艺']
511,双杯热红丝绒雪酪茶拿铁,"['双杯', '热红', '丝绒', '雪酪', '茶拿铁']",['其他|其他|其他|其他|形式']
512,酸菜炒牛肉,"['酸菜', '炒', '牛肉']",['风味|工艺|材料']
513,鸡中翅,['鸡中翅'],['材料']
514,蒜泥豇豆,"['蒜泥', '豇豆']",['工艺|材料']
515,雪恋芝士蛋糕,"['雪恋', '芝士', '蛋糕']",['其他|材料|形式']
516,猪肚汤,"['猪肚', '汤']",['材料|形式']
517,酿苦瓜,"['酿', '苦瓜']",['酿|苦瓜\n工艺|材料']
518,木耳肉丝,"['木耳', '肉丝']",['材料|材料']
519,烤鹅,['烤鹅'],['工艺']
520,蒜泥龙虾,"['蒜泥', '龙虾']",['工艺|材料']
521,烧肉,['烧肉'],['材料']
522,小小辣肉脯,"['小小', '辣', '肉脯']",['其他|风味|材料']
523,无限鸭脖,"['无限', '鸭脖']",['品牌|材料']
524,卡美罗焦糖拿铁,"['卡美罗', '焦糖', '拿铁']",['品牌|其他|形式']
525,牛肉罩饼,"['牛肉', '罩饼']",['材料|形式']
526,烤鸭酱,"['烤鸭', '酱']",['工艺|材料']
527,豆油皮,"['豆', '油皮']",['材料|材料']
528,烧腐竹,"['烧', '腐竹']",['工艺|材料']
529,莓莓麻薯,"['莓莓', '麻薯']",['其他|材料']
530,干煸牛肉,"['干煸', '牛肉']",['工艺|材料']
531,凉拌粉,"['凉拌', '粉']",['工艺|材料']
532,炒拉条,"['炒', '拉条']",['工艺|形式']
533,青椒紫苏蛙,"['青椒', '紫苏', '蛙']",['材料|材料|形式']
534,炒青菜,"['炒', '青菜']",['工艺|材料']
535,青鱼,['青鱼'],['材料']
536,百香果奇亚籽茶云,"['百香果', '奇亚籽', '茶云']",['其他|其他|形式']
537,火腿炒饭,"['火腿', '炒饭']",['材料|形式']
538,蒜蓉炒时蔬,"['蒜蓉', '炒', '时蔬']",['工艺|其他|材料']
539,蟹棒,"['蟹', '棒']",['材料|材料']
540,景田天然泉水,"['景田', '天然', '泉水']",['品牌|其他|材料']
541,爆爆珠,"['爆爆', '珠']",['其他|形式']
542,鱼头豆腐汤,"['鱼头', '豆腐汤']",['材料|材料']
543,燒賣,['燒賣'],['形式']
544,一碗香,"['一碗', '香']",['其他|风味']
545,凉拌莲藕片,"['凉拌', '莲藕片']",['工艺|材料']
546,葱花面,"['葱花', '面']",['材料|形式']
547,咖喱鸡肉饭,"['咖喱', '鸡肉', '饭']",['风味|材料|形式']
548,五香鸡蛋,"['五香', '鸡蛋']",['风味|材料']
549,黑椒肥牛,"['黑椒', '肥牛']",['工艺|材料']
550,拉丝芝士棒,"['拉丝', '芝士棒']",['工艺|材料']
551,鸭脚螺蛳粉,"['鸭脚', '螺蛳粉']",['材料|形式']
552,素拍黄瓜,"['素', '拍黄瓜']",['工艺|材料']
553,辣子,['辣子'],['其他']
554,胃动力,"['胃', '动力']",['其他|其他']
555,小菜拼盘,"['小菜', '拼盘']",['工艺|形式']
556,蘑菇炒肉盖浇面,"['蘑菇', '炒肉', '盖浇面']",['材料|工艺|形式']
557,椰果奶茶,"['椰果', '奶茶']",['原材料|形式']
558,鳝鱼,"['鳝', '鱼']",['材料|材料']
559,霸霸双拼奶茶,"['霸霸', '双拼', '奶茶']",['品牌|其他|形式']
560,白饼,['白饼'],['其他']
561,猪肉水饺,"['猪肉', '水饺']",['材料|形式']
562,小米粥,"['小米', '粥']",['材料|形式']
563,清炒四季豆,"['清炒', '四季豆']",['工艺|材料']
564,手作鸡蛋布蕾,"['手作', '鸡蛋', '布蕾']",['工艺|材料|形式']
565,牛肚丝,"['牛肚', '丝']",['材料|形式']
566,实蛋,['实蛋'],['材料']
567,鳗鱼,['鳗鱼'],['材料']
568,黄金炸蛋,"['黄金', '炸蛋']",['工艺|材料']
569,五香鸭腿,"['五香', '鸭腿']",['五香|鸭腿\n风味|材料']
570,韭菜肉水饺,"['韭菜', '肉', '水饺']",['材料|材料|形式']
571,大茄子,"['大', '茄子']",['其他|材料']
572,盐水花生,"['盐水', '花生']",['工艺|材料']
573,碎肉粉,"['碎肉', '粉']",['工艺|材料']
574,干锅千页豆腐,"['干锅', '千页', '豆腐']",['工艺|其他|材料']
575,现蒸超厚芋泥奶绿,"['现蒸', '超厚', '芋泥', '奶绿']",['工艺|其他|材料|材料']
576,多肉草莓金砖,"['多肉', '草莓', '金砖']",['其他|材料|形式']
577,光明纯牛奶,"['光明', '纯牛奶']",['品牌|材料']
578,羊蝎子,"['羊', '蝎子']",['材料|材料']
579,咸蛋黄流心酥饼装兑换券,"['咸蛋黄', '流心', '酥饼', '装兑换券']",['材料|工艺|材料|其他']
580,奶油泡芙,"['奶油', '泡芙']",['奶油|泡芙\n材料|形式']
581,来吃鸭风味鸭脖,"['来', '吃', '鸭', '风味', '鸭脖']",['其他|其他|材料|风味|材料']
582,生椰拿铁冰淇淋,"['生椰', '拿铁', '冰淇淋']",['原材料|其他|材料']
583,哈啤,"['哈', '啤']",['其他|形式']
584,金雕鱼刺身,"['金雕', '鱼刺身']",['工艺|材料']
585,象拔蚌,"['象拔', '蚌']",['其他|材料']
586,孜然牛肉炒饭,"['孜然', '牛肉', '炒饭']",['原材料|材料|形式']
587,猪杂粉,"['猪杂', '粉']",['材料|形式']
588,红枣茶,"['红枣', '茶']",['材料|形式']
589,金桔柠檬,"['金桔', '柠檬']",['材料|材料']
590,白灼罗氏虾,"['白灼', '罗氏虾']",['工艺|材料']
591,牛油果汁,"['牛油', '果汁']",['材料|材料']
592,红烧牛肉米粉,"['红烧', '牛肉', '米粉']",['工艺|材料|形式']
593,豆腐面,"['豆腐', '面']",['材料|形式']
594,伟伟小店全羊牺汤,"['伟伟', '小店', '全羊', '牺汤']",['品牌|其他|材料|工艺']
595,酒,['酒'],['工艺']
596,喜柿多多,"['喜柿', '多多']",['品牌|其他']
597,鸡肉,"['鸡肉', '']",['材料']
598,豆蔻,['豆蔻'],['其他']
599,纯生啤酒,"['纯生', '啤酒']",['品牌|材料']
600,爆炒花甲,"['爆炒', '花甲']",['工艺|材料']
601,虫草花乌鸡汤,"['虫草花', '乌鸡', '汤']",['材料|材料|形式']
602,芋头糕,"['芋头', '糕']",['材料|形式']
603,肉末粉丝,"['肉末', '粉丝']",['材料|材料']
604,五香兔头,"['五香', '兔头']",['风味|材料']
605,芬达,['芬达'],['品牌']
606,芥末虾仁球,"['芥末', '虾仁球']",['风味|材料']
607,小红花花生奶茶,"['小红花', '花生', '奶茶']",['其他|材料|形式']
608,海鲜卤面,"['海鲜', '卤面']",['材料|形式']
609,虎皮鸭掌,"['虎皮', '鸭掌']",['工艺|材料']
610,椒盐掌中宝,"['椒盐', '掌中宝']",['工艺|材料']
611,炒羊肉,"['炒', '羊肉']",['工艺|材料']
612,鱼籽鱼泡,"['鱼籽', '鱼泡']",['材料|材料']
613,炸酱拌面,"['炸酱', '拌面']",['工艺|形式']
614,法式奶霜茗茶,"['法式', '奶霜', '茗茶']",['其他|材料|形式']
615,柠檬季x冰鲜柠檬水,"['柠檬季', 'x', '冰鲜', '柠檬水']",['品牌|其他|工艺|材料']
616,师尊荷花酥兑换券,"['师尊', '荷花酥', '兑换券']",['其他|材料|其他']
617,鲜榨芒果汁,"['鲜榨', '芒果汁']",['鲜榨|芒果汁\n工艺|材料']
618,素炒饼,"['素炒', '饼']",['工艺|形式']
619,泡椒肉丝,"['泡椒', '肉丝']",['工艺|材料']
620,鱼,['鱼'],['材料']
621,烤中翅,"['烤', '中翅']",['工艺|材料']
622,草莓鲜牛乳,"['草莓', '鲜牛乳']",['材料|材料']
623,黑啤,"['黑', '啤']",['其他|材料']
624,猪肉大葱包子,"['猪肉', '大葱', '包子']",['材料|材料|形式']
625,霸霸燕麦奶茶,"['霸霸', '燕麦', '奶茶']",['品牌|材料|形式']
626,苦瓜炒牛肉,"['苦瓜', '炒', '牛肉']",['材料|工艺|材料']
627,莓莓摇摇冻,"['莓莓', '摇摇', '冻']",['其他|其他|形式']
628,农家煎豆腐,"['农家', '煎', '豆腐']",['风味|工艺|材料']
629,鲜肉蛋饺,"['鲜肉', '蛋饺']",['材料|材料']
630,双拼,['双拼'],['其他']
631,皮蛋,['皮蛋'],['材料']
632,柿柿如意,"['柿', '柿', '如意']",['材料|材料|其他']
633,老干妈鸡蛋炒饭,"['老干妈', '鸡蛋', '炒饭']",['品牌|材料|形式']
634,莲花血鸭,"['莲花', '血鸭']",['地名|材料']
635,干姜美式,"['干姜', '美式']",['材料|形式']
636,紫薯,['紫薯'],['材料']
637,牛羊肉,"['牛', '羊', '肉']",['其他|其他|材料']
638,甲鱼鸡煲,"['甲鱼', '鸡煲']",['材料|形式']
639,阿克苏苹果,"['阿克苏', '苹果']",['地名|材料']
640,轻奶茶西米露,"['轻奶', '茶西米露']",['工艺|材料']
641,清汤羊肉,"['清汤', '羊肉']",['工艺|材料']
642,炒秋葵,"['炒', '秋葵']",['工艺|材料']
643,咸饭,"['咸', '饭']",['风味|形式']
644,木瓜炖雪蛤,"['木瓜', '炖', '雪蛤']",['材料|工艺|材料']
645,海盐百香金凤梨,"['海盐', '百香', '金凤梨']",['风味|风味|材料']
646,橙意满满,"['橙意', '满满']",['其他|其他']
647,全麦切片,"['全麦', '切片']",['其他|形式']
648,泡菜苕粉肉丝,"['泡菜', '苕粉', '肉丝']",['材料|材料|材料']
649,锅贴饺,"['锅贴', '饺']",['工艺|形式']
650,碳烤羊腿,"['碳烤', '羊腿']",['工艺|材料']
651,汤品,['汤品'],['形式']
652,砂锅面,"['砂锅', '面']",['砂锅|面\n工艺|形式']
653,清炒西蓝花,"['清炒', '西蓝花']",['清炒|西蓝花\n工艺|材料']
654,虾仁炒蛋,"['虾仁', '炒蛋']",['材料|材料']
655,熏鸡,"['熏', '鸡']",['熏|鸡\n工艺|材料']
656,牛肉干拌面,"['牛肉干', '拌面']",['材料|形式']
657,脆皮瓜瓜大福,"['脆皮', '瓜瓜', '大福']",['工艺|其他|形式']
658,小丑鸭葡萄奶绿,"['小丑鸭', '葡萄', '奶绿']",['品牌|材料|形式']
659,黄汤拉面,"['黄汤', '拉面']",['风味|形式']
660,韭菜煎包,"['韭菜', '煎包']",['材料|形式']
661,蛋挞,"['蛋', '挞']",['材料|形式']
662,炸香肠,"['炸', '香肠']",['工艺|材料']
663,芒果炒冰,"['芒果', '炒冰']",['材料|工艺']
664,骨汤锅,"['骨汤', '锅']",['工艺|形式']
665,油碟,"['油', '碟']",['工艺|形式']
666,香菜卷,"['香菜', '卷']",['材料|形式']
667,桃子莓莓,"['桃子', '莓莓']",['材料|材料']
668,招牌猪手,"['招牌', '猪手']",['其他|材料']
669,小红腰,"['小红', '腰']",['其他|材料']
670,鸡肉炒年糕,"['鸡肉', '炒', '年糕']",['材料|工艺|材料']
671,凉拌豆芽,"['凉拌', '豆芽']",['工艺|材料']
672,鲜虾馄饨,"['鲜虾', '馄饨']",['材料|形式']
673,梅干菜锅盔,"['梅干菜', '锅盔']",['材料|形式']
674,牛肉煲仔饭,"['牛肉', '煲仔饭']",['材料|形式']
675,豉汁蒸凤爪,"['豉汁', '蒸', '凤爪']",['豉汁|蒸|凤爪的分类是：风味|工艺|材料。']
676,金针磨,"['金针', '磨']",['材料|其他']
677,椒盐排条,"['椒盐', '排条']",['工艺|材料']
678,脆皮烤鸭,"['脆皮', '烤鸭']",['工艺|材料']
